id,query,context_query,task_type,label,gold,seriousness,intent_label,source,source_weight,group,source_relation,mapping_reason
public_train_yipuerzhu_1_17904_10636,你占我什么便宜了？,公开对话语料弱标注样本，标签由 discourse relation 与关键词规则映射得到。,clarification,clarification,clarification,high,澄清追问/解释依据,public_train,0.35,public_weak,Clarification Q,relation_clarification
public_train_anjia_9_399_239,来我拍点照片,公开对话语料弱标注样本，标签由 discourse relation 与关键词规则映射得到。,open_discussion,open_discussion,open_discussion,low,开放观点/价值讨论,public_train,0.35,public_weak,Continuation,relation_base
public_train_yueguangbianzouqu_15_18929_11209,这倒是像他说的话,公开对话语料弱标注样本，标签由 discourse relation 与关键词规则映射得到。,open_discussion,open_discussion,open_discussion,low,开放观点/价值讨论,public_train,0.35,public_weak,Commentary,relation_base
public_train_qinaidereaide_17_10665_6381,嗯,公开对话语料弱标注样本，标签由 discourse relation 与关键词规则映射得到。,practical_help,practical_help,practical_help,medium,执行建议/行为调整,public_train,0.35,public_weak,Answer / Question answer pair,relation_or_keyword_practical
public_train_yipuerzhu_3_18165_10742,我起码跟他不一样的是,公开对话语料弱标注样本，标签由 discourse relation 与关键词规则映射得到。,decision_support,decision_support,decision_support,medium,选择支持/权衡判断,public_train,0.35,public_weak,Contrast,relation_or_keyword_decision
public_train_lamazhengzhuan_4_7927_4608,阿姨，这谈恋爱又不是看电影,公开对话语料弱标注样本，标签由 discourse relation 与关键词规则映射得到。,relationship_reading,relationship_reading,relationship_reading,high,关系理解/态度揣测,public_train,0.35,public_weak,Contrast,keyword_relation
public_train_dahaoshiguang_13_1458_907,爸，算了，不说了,公开对话语料弱标注样本，标签由 discourse relation 与关键词规则映射得到。,decision_support,decision_support,decision_support,medium,选择支持/权衡判断,public_train,0.35,public_weak,Alternation,relation_or_keyword_decision
public_train_bianchengnidenayitian_10_960_556,你同意了？,公开对话语料弱标注样本，标签由 discourse relation 与关键词规则映射得到。,clarification,clarification,clarification,high,澄清追问/解释依据,public_train,0.35,public_weak,Clarification Q,relation_clarification
public_train_lamazhengzhuan_13_7670_4407,我记得清清楚楚！,公开对话语料弱标注样本，标签由 discourse relation 与关键词规则映射得到。,practical_help,practical_help,practical_help,medium,执行建议/行为调整,public_train,0.35,public_weak,Explanation,relation_or_keyword_practical
public_train_woshiyuhuanshui_9_14272_8541,余欢水别不识好歹,公开对话语料弱标注样本，标签由 discourse relation 与关键词规则映射得到。,open_discussion,open_discussion,open_discussion,low,开放观点/价值讨论,public_train,0.35,public_weak,Commentary,relation_base
public_train_qinaidereaide_7_10889_6504,哦，他先上车了,公开对话语料弱标注样本，标签由 discourse relation 与关键词规则映射得到。,practical_help,practical_help,practical_help,medium,执行建议/行为调整,public_train,0.35,public_weak,Answer / Question answer pair,relation_or_keyword_practical
public_train_yijiarenzhiming_10_17555_10474,我根本就没打算，考公务员,公开对话语料弱标注样本，标签由 discourse relation 与关键词规则映射得到。,open_discussion,open_discussion,open_discussion,low,开放观点/价值讨论,public_train,0.35,public_weak,Elaboration,relation_base
public_train_ershibuhuo_6_3471_1942,你看怎么样？,公开对话语料弱标注样本，标签由 discourse relation 与关键词规则映射得到。,clarification,clarification,clarification,high,澄清追问/解释依据,public_train,0.35,public_weak,Continuation,short_question_keyword
public_train_yiqitongguochuang_7_18700_11087,鬼鬼票崇查了半年,公开对话语料弱标注样本，标签由 discourse relation 与关键词规则映射得到。,open_discussion,open_discussion,open_discussion,low,开放观点/价值讨论,public_train,0.35,public_weak,Background,relation_base
public_train_heyishengxiaomo_2_4820_2829,那你觉得，心里永远留着一根刺有意思吗？,公开对话语料弱标注样本，标签由 discourse relation 与关键词规则映射得到。,clarification,clarification,clarification,high,澄清追问/解释依据,public_train,0.35,public_weak,Commentary,short_question_keyword
public_train_woshiyuhuanshui_10_13854_8313,我当然不放心了,公开对话语料弱标注样本，标签由 discourse relation 与关键词规则映射得到。,emotional_support,emotional_support,emotional_support,high,情绪承接/感受安抚,public_train,0.35,public_weak,Result,keyword_emotion
public_train_xiaoshede_5_15702_9360,而且，你也不看看，现在子悠，是谁班上的学生啊,公开对话语料弱标注样本，标签由 discourse relation 与关键词规则映射得到。,open_discussion,open_discussion,open_discussion,low,开放观点/价值讨论,public_train,0.35,public_weak,Continuation,relation_base
public_train_xinlianaishidai_6_16952_10034,不能,公开对话语料弱标注样本，标签由 discourse relation 与关键词规则映射得到。,open_discussion,open_discussion,open_discussion,low,开放观点/价值讨论,public_train,0.35,public_weak,Commentary,relation_base
public_train_xinlianaishidai_7_17017_10091,我当时我,公开对话语料弱标注样本，标签由 discourse relation 与关键词规则映射得到。,practical_help,practical_help,practical_help,medium,执行建议/行为调整,public_train,0.35,public_weak,Result,relation_or_keyword_practical
public_train_nishiwodechengchibaolei_3_9545_5625,人晓晓说我皮肤干,公开对话语料弱标注样本，标签由 discourse relation 与关键词规则映射得到。,open_discussion,open_discussion,open_discussion,low,开放观点/价值讨论,public_train,0.35,public_weak,Elaboration,relation_base
public_train_xueselangman_20_17394_10358,反正我也是被骂惯的人了,公开对话语料弱标注样本，标签由 discourse relation 与关键词规则映射得到。,open_discussion,open_discussion,open_discussion,low,开放观点/价值讨论,public_train,0.35,public_weak,Elaboration,relation_base
public_train_sanshieryi_15_11528_6885,我说先问问你的意见,公开对话语料弱标注样本，标签由 discourse relation 与关键词规则映射得到。,decision_support,decision_support,decision_support,medium,选择支持/权衡判断,public_train,0.35,public_weak,Contrast,relation_or_keyword_decision
public_train_ershibuhuo_6_3475_1946,你先帮我弄一下,公开对话语料弱标注样本，标签由 discourse relation 与关键词规则映射得到。,practical_help,practical_help,practical_help,medium,执行建议/行为调整,public_train,0.35,public_weak,Continuation,relation_or_keyword_practical
public_train_yiqitongguochuang_5_18652_11048,刚布置下来,公开对话语料弱标注样本，标签由 discourse relation 与关键词规则映射得到。,practical_help,practical_help,practical_help,medium,执行建议/行为调整,public_train,0.35,public_weak,Explanation,relation_or_keyword_practical
public_train_waixiangren_7_12958_7803,咋的？,公开对话语料弱标注样本，标签由 discourse relation 与关键词规则映射得到。,clarification,clarification,clarification,high,澄清追问/解释依据,public_train,0.35,public_weak,Clarification Q,relation_clarification
public_train_jinhun_19_7283_4136,没见过你们这么自私的父母,公开对话语料弱标注样本，标签由 discourse relation 与关键词规则映射得到。,relationship_reading,relationship_reading,relationship_reading,high,关系理解/态度揣测,public_train,0.35,public_weak,Elaboration,keyword_relation
public_train_xiaozhangfu_17_16033_9553,怎么着？,公开对话语料弱标注样本，标签由 discourse relation 与关键词规则映射得到。,clarification,clarification,clarification,high,澄清追问/解释依据,public_train,0.35,public_weak,Commentary,short_question_keyword
public_train_shaonianpai_9_12715_7692,你这都瞒着我,公开对话语料弱标注样本，标签由 discourse relation 与关键词规则映射得到。,open_discussion,open_discussion,open_discussion,low,开放观点/价值讨论,public_train,0.35,public_weak,Continuation,relation_base
public_train_xueselangman_5_17450_10399,我也是刚刚收到他的来信,公开对话语料弱标注样本，标签由 discourse relation 与关键词规则映射得到。,practical_help,practical_help,practical_help,medium,执行建议/行为调整,public_train,0.35,public_weak,Explanation,relation_or_keyword_practical
public_train_shaonianpai_14_12394_7461,就是你自己心里，放不下钱三一,公开对话语料弱标注样本，标签由 discourse relation 与关键词规则映射得到。,open_discussion,open_discussion,open_discussion,low,开放观点/价值讨论,public_train,0.35,public_weak,Elaboration,relation_base
public_train_woshiyuhuanshui_15_14005_8411,这公平吗？,公开对话语料弱标注样本，标签由 discourse relation 与关键词规则映射得到。,clarification,clarification,clarification,high,澄清追问/解释依据,public_train,0.35,public_weak,Continuation,short_question_keyword
public_train_sanshieryi_4_11683_6979,当然有关系,公开对话语料弱标注样本，标签由 discourse relation 与关键词规则映射得到。,relationship_reading,relationship_reading,relationship_reading,high,关系理解/态度揣测,public_train,0.35,public_weak,Answer / Question answer pair,keyword_relation
public_train_yipuerzhu_15_18068_10697,谁呀？,公开对话语料弱标注样本，标签由 discourse relation 与关键词规则映射得到。,clarification,clarification,clarification,high,澄清追问/解释依据,public_train,0.35,public_weak,Q-elab / Follow-up question,relation_clarification
public_train_zhengyangmenxia_10_19845_11744,要说呢,公开对话语料弱标注样本，标签由 discourse relation 与关键词规则映射得到。,decision_support,decision_support,decision_support,medium,选择支持/权衡判断,public_train,0.35,public_weak,Contrast,relation_or_keyword_decision
public_train_ershibuhuo_1_2986_1690,有没有什么更好的，入职通知,公开对话语料弱标注样本，标签由 discourse relation 与关键词规则映射得到。,open_discussion,open_discussion,open_discussion,low,开放观点/价值讨论,public_train,0.35,public_weak,Elaboration,relation_base
public_train_yujianwanglichuan_10_19196_11297,他连病房门都不让你进,公开对话语料弱标注样本，标签由 discourse relation 与关键词规则映射得到。,decision_support,decision_support,decision_support,medium,选择支持/权衡判断,public_train,0.35,public_weak,Contrast,relation_or_keyword_decision
public_train_xiaobieli_6_14716_8824,我告诉你，这个琴琴姓金！,公开对话语料弱标注样本，标签由 discourse relation 与关键词规则映射得到。,practical_help,practical_help,practical_help,medium,执行建议/行为调整,public_train,0.35,public_weak,Result,relation_or_keyword_practical
public_train_heyishengxiaomo_9_4986_2938,但我每次都是最后一个睡,公开对话语料弱标注样本，标签由 discourse relation 与关键词规则映射得到。,decision_support,decision_support,decision_support,medium,选择支持/权衡判断,public_train,0.35,public_weak,Contrast,relation_or_keyword_decision
public_train_dajiangdahe_16_2098_1219,我就是个老百姓,公开对话语料弱标注样本，标签由 discourse relation 与关键词规则映射得到。,open_discussion,open_discussion,open_discussion,low,开放观点/价值讨论,public_train,0.35,public_weak,Commentary,relation_base
public_train_yipuerzhu_16_18087_10714,每个人都是自由的,公开对话语料弱标注样本，标签由 discourse relation 与关键词规则映射得到。,practical_help,practical_help,practical_help,medium,执行建议/行为调整,public_train,0.35,public_weak,Explanation,relation_or_keyword_practical
public_train_doutinghao_11_2475_1410,你好单纯你，怎么可能呢,公开对话语料弱标注样本，标签由 discourse relation 与关键词规则映射得到。,open_discussion,open_discussion,open_discussion,low,开放观点/价值讨论,public_train,0.35,public_weak,Commentary,relation_base
public_train_banshimitangbanshishang_2_683_406,那位置勒？,公开对话语料弱标注样本，标签由 discourse relation 与关键词规则映射得到。,clarification,clarification,clarification,high,澄清追问/解释依据,public_train,0.35,public_weak,Q-elab / Follow-up question,relation_clarification
public_train_qinaidereaide_12_10581_6316,啊，好喝吗？,公开对话语料弱标注样本，标签由 discourse relation 与关键词规则映射得到。,decision_support,decision_support,decision_support,medium,选择支持/权衡判断,public_train,0.35,public_weak,Alternation,relation_or_keyword_decision
public_train_shaonianpai_1_12217_7339,看见漂亮妖娆的女人,公开对话语料弱标注样本，标签由 discourse relation 与关键词规则映射得到。,open_discussion,open_discussion,open_discussion,low,开放观点/价值讨论,public_train,0.35,public_weak,Background,relation_base
public_train_woshiyuhuanshui_10_13850_8309,余晨最起码在我这儿，有自己的家,公开对话语料弱标注样本，标签由 discourse relation 与关键词规则映射得到。,open_discussion,open_discussion,open_discussion,low,开放观点/价值讨论,public_train,0.35,public_weak,Elaboration,relation_base
public_train_yijiarenzhiming_3_17751_10540,谁是你小哥！,公开对话语料弱标注样本，标签由 discourse relation 与关键词规则映射得到。,open_discussion,open_discussion,open_discussion,low,开放观点/价值讨论,public_train,0.35,public_weak,Commentary,relation_base
public_train_yipuerzhu_9_18340_10867,无产者失去的只是锁链,公开对话语料弱标注样本，标签由 discourse relation 与关键词规则映射得到。,open_discussion,open_discussion,open_discussion,low,开放观点/价值讨论,public_train,0.35,public_weak,Commentary,relation_base
curated_aug_0078,我到底该选实习项目还是继续把论文方向打磨清楚？我有点拿不准。,项目高质量样本的轻量表述扩增，目标任务类型为 decision_support。,decision_support,decision_support,decision_support,medium,选择支持/权衡判断,curated_aug_v52,1.0,curated_aug,,manual_template_augmentation
public_train_fumuaiqing_9_4290_2453,哈哈哈哈哈,公开对话语料弱标注样本，标签由 discourse relation 与关键词规则映射得到。,open_discussion,open_discussion,open_discussion,low,开放观点/价值讨论,public_train,0.35,public_weak,Commentary,relation_base
public_train_womendexinshidai_11_13433_8108,那人家祝哥过来跟我说，你们两个在诊所门口，众目睽睽之下，你们接吻了,公开对话语料弱标注样本，标签由 discourse relation 与关键词规则映射得到。,open_discussion,open_discussion,open_discussion,low,开放观点/价值讨论,public_train,0.35,public_weak,Background,relation_base
public_train_anjia_11_32_18,那哪成啊,公开对话语料弱标注样本，标签由 discourse relation 与关键词规则映射得到。,open_discussion,open_discussion,open_discussion,low,开放观点/价值讨论,public_train,0.35,public_weak,Commentary,relation_base
public_train_shaonianpai_1_12209_7331,看把你给殷勤的,公开对话语料弱标注样本，标签由 discourse relation 与关键词规则映射得到。,open_discussion,open_discussion,open_discussion,low,开放观点/价值讨论,public_train,0.35,public_weak,Commentary,relation_base
public_train_sanshieryi_8_11805_7068,你带着孩子来这个马场,公开对话语料弱标注样本，标签由 discourse relation 与关键词规则映射得到。,relationship_reading,relationship_reading,relationship_reading,high,关系理解/态度揣测,public_train,0.35,public_weak,Alternation,keyword_relation
public_train_yiqitongguochuang_16_18498_10966,老师您这太看得起我了,公开对话语料弱标注样本，标签由 discourse relation 与关键词规则映射得到。,open_discussion,open_discussion,open_discussion,low,开放观点/价值讨论,public_train,0.35,public_weak,Commentary,relation_base
public_train_shaonianpai_10_12249_7368,到那个时候,公开对话语料弱标注样本，标签由 discourse relation 与关键词规则映射得到。,open_discussion,open_discussion,open_discussion,low,开放观点/价值讨论,public_train,0.35,public_weak,Continuation,relation_base
public_train_nihaojiushiguang_8_9294_5497,他们班本来排的是舞台剧,公开对话语料弱标注样本，标签由 discourse relation 与关键词规则映射得到。,open_discussion,open_discussion,open_discussion,low,开放观点/价值讨论,public_train,0.35,public_weak,Elaboration,relation_base
public_train_lamazhengzhuan_5_7963_4631,你闯了祸,公开对话语料弱标注样本，标签由 discourse relation 与关键词规则映射得到。,practical_help,practical_help,practical_help,medium,执行建议/行为调整,public_train,0.35,public_weak,Answer / Question answer pair,relation_or_keyword_practical
public_train_renmindemingyi_2_11169_6665,不敢,公开对话语料弱标注样本，标签由 discourse relation 与关键词规则映射得到。,practical_help,practical_help,practical_help,medium,执行建议/行为调整,public_train,0.35,public_weak,Explanation,relation_or_keyword_practical
public_train_shaonianpai_6_12617_7598,你不知道这个林妙妙啊,公开对话语料弱标注样本，标签由 discourse relation 与关键词规则映射得到。,practical_help,practical_help,practical_help,medium,执行建议/行为调整,public_train,0.35,public_weak,Explanation,relation_or_keyword_practical
public_train_xueselangman_15_17274_10243,如果你爱钟跃民,公开对话语料弱标注样本，标签由 discourse relation 与关键词规则映射得到。,relationship_reading,relationship_reading,relationship_reading,high,关系理解/态度揣测,public_train,0.35,public_weak,Continuation,keyword_relation
public_train_jimaofeishangtian_1_6668_3746,东边哪里的？,公开对话语料弱标注样本，标签由 discourse relation 与关键词规则映射得到。,clarification,clarification,clarification,high,澄清追问/解释依据,public_train,0.35,public_weak,Q-elab / Follow-up question,relation_clarification
public_train_zhiwomennuannuandexiaoshiguang_14_20721_12205,要选李娜姐的方案,公开对话语料弱标注样本，标签由 discourse relation 与关键词规则映射得到。,decision_support,decision_support,decision_support,medium,选择支持/权衡判断,public_train,0.35,public_weak,Elaboration,relation_or_keyword_decision
public_train_dahaoshiguang_12_1423_875,您千万别告诉他是我说的,公开对话语料弱标注样本，标签由 discourse relation 与关键词规则映射得到。,decision_support,decision_support,decision_support,medium,选择支持/权衡判断,public_train,0.35,public_weak,Conditional,relation_or_keyword_decision
public_train_banshimitangbanshishang_2_680_403,啊！如果能有个大阳台,公开对话语料弱标注样本，标签由 discourse relation 与关键词规则映射得到。,open_discussion,open_discussion,open_discussion,low,开放观点/价值讨论,public_train,0.35,public_weak,Elaboration,relation_base
public_train_sanshieryi_9_11843_7102,在船上发生的一切，都不应该带下船,公开对话语料弱标注样本，标签由 discourse relation 与关键词规则映射得到。,open_discussion,open_discussion,open_discussion,low,开放观点/价值讨论,public_train,0.35,public_weak,Elaboration,relation_base
public_train_zhengfu_12_19560_11542,谁能证明？说！,公开对话语料弱标注样本，标签由 discourse relation 与关键词规则映射得到。,clarification,clarification,clarification,high,澄清追问/解释依据,public_train,0.35,public_weak,Q-elab / Follow-up question,relation_clarification
public_train_yiqitongguochuang_11_18413_10913,给你个教训也好,公开对话语料弱标注样本，标签由 discourse relation 与关键词规则映射得到。,practical_help,practical_help,practical_help,medium,执行建议/行为调整,public_train,0.35,public_weak,Result,relation_or_keyword_practical
public_train_zuimeideshiguang_1_21102_12404,这样才能在公司立足,公开对话语料弱标注样本，标签由 discourse relation 与关键词规则映射得到。,decision_support,decision_support,decision_support,medium,选择支持/权衡判断,public_train,0.35,public_weak,Conditional,relation_or_keyword_decision
public_train_banshimitangbanshishang_6_832_483,不是，,公开对话语料弱标注样本，标签由 discourse relation 与关键词规则映射得到。,open_discussion,open_discussion,open_discussion,low,开放观点/价值讨论,public_train,0.35,public_weak,Commentary,relation_base
public_train_fendou_18_3749_2115,护照在我那阿迪达斯包里呢,公开对话语料弱标注样本，标签由 discourse relation 与关键词规则映射得到。,open_discussion,open_discussion,open_discussion,low,开放观点/价值讨论,public_train,0.35,public_weak,Elaboration,relation_base
public_train_yueguangbianzouqu_10_18825_11187,可您呢？,公开对话语料弱标注样本，标签由 discourse relation 与关键词规则映射得到。,decision_support,decision_support,decision_support,medium,选择支持/权衡判断,public_train,0.35,public_weak,Contrast,relation_or_keyword_decision
public_train_fendou_14_3702_2080,你没听清楚我再说一遍,公开对话语料弱标注样本，标签由 discourse relation 与关键词规则映射得到。,open_discussion,open_discussion,open_discussion,low,开放观点/价值讨论,public_train,0.35,public_weak,Elaboration,relation_base
public_train_xiaohuanxi_12_14852_8891,降温了,公开对话语料弱标注样本，标签由 discourse relation 与关键词规则映射得到。,open_discussion,open_discussion,open_discussion,low,开放观点/价值讨论,public_train,0.35,public_weak,Background,relation_base
public_train_huijiadeyouhuo_14_5150_3058,我我真的不想见,公开对话语料弱标注样本，标签由 discourse relation 与关键词规则映射得到。,open_discussion,open_discussion,open_discussion,low,开放观点/价值讨论,public_train,0.35,public_weak,Commentary,relation_base
public_train_nishiwodechengchibaolei_13_9488_5581,我知道,公开对话语料弱标注样本，标签由 discourse relation 与关键词规则映射得到。,open_discussion,open_discussion,open_discussion,low,开放观点/价值讨论,public_train,0.35,public_weak,Acknowledgement,relation_base
public_train_wanmeiguanxi_8_13348_8070,永远都不要，得罪造型师的吗,公开对话语料弱标注样本，标签由 discourse relation 与关键词规则映射得到。,open_discussion,open_discussion,open_discussion,low,开放观点/价值讨论,public_train,0.35,public_weak,Elaboration,relation_base
public_train_anjia_5_326_177,人家都有负十七层呢,公开对话语料弱标注样本，标签由 discourse relation 与关键词规则映射得到。,decision_support,decision_support,decision_support,medium,选择支持/权衡判断,public_train,0.35,public_weak,Contrast,relation_or_keyword_decision
public_train_fendou_19_3758_2124,那多不合适呀,公开对话语料弱标注样本，标签由 discourse relation 与关键词规则映射得到。,open_discussion,open_discussion,open_discussion,low,开放观点/价值讨论,public_train,0.35,public_weak,Commentary,relation_base
public_train_woshiyuhuanshui_15_14004_8410,到了将军台，还要再收一次票,公开对话语料弱标注样本，标签由 discourse relation 与关键词规则映射得到。,decision_support,decision_support,decision_support,medium,选择支持/权衡判断,public_train,0.35,public_weak,Contrast,relation_or_keyword_decision
public_train_xiaobieli_10_14364_8593,行好,公开对话语料弱标注样本，标签由 discourse relation 与关键词规则映射得到。,open_discussion,open_discussion,open_discussion,low,开放观点/价值讨论,public_train,0.35,public_weak,Acknowledgement,relation_base
public_train_ershibuhuo_7_3542_2001,我也不能白享受啊！,公开对话语料弱标注样本，标签由 discourse relation 与关键词规则映射得到。,open_discussion,open_discussion,open_discussion,low,开放观点/价值讨论,public_train,0.35,public_weak,Commentary,relation_base
public_train_zhiwomendanchundexiaomeihao_8_20580_12135,瞎说,公开对话语料弱标注样本，标签由 discourse relation 与关键词规则映射得到。,open_discussion,open_discussion,open_discussion,low,开放观点/价值讨论,public_train,0.35,public_weak,Commentary,relation_base
public_train_bianchengnidenayitian_16_1153_702,好啊，有机会的,公开对话语料弱标注样本，标签由 discourse relation 与关键词规则映射得到。,practical_help,practical_help,practical_help,medium,执行建议/行为调整,public_train,0.35,public_weak,Answer / Question answer pair,relation_or_keyword_practical
curated_aug_0105,其实我很焦虑，明明还有时间，但就是控制不住担心。你们怎么看？,项目高质量样本的轻量表述扩增，目标任务类型为 emotional_support。,emotional_support,emotional_support,emotional_support,high,情绪承接/感受安抚,curated_aug_v52,1.0,curated_aug,,manual_template_augmentation
public_train_fendou_1_3625_2015,我也去，我已经拿到签证了,公开对话语料弱标注样本，标签由 discourse relation 与关键词规则映射得到。,decision_support,decision_support,decision_support,medium,选择支持/权衡判断,public_train,0.35,public_weak,Alternation,relation_or_keyword_decision
public_train_woshiyuhuanshui_12_13929_8368,我就会回归大海,公开对话语料弱标注样本，标签由 discourse relation 与关键词规则映射得到。,decision_support,decision_support,decision_support,medium,选择支持/权衡判断,public_train,0.35,public_weak,Conditional,relation_or_keyword_decision
curated_aug_0119,我有点想问，我明明很努力了，可是结果还是不好，真的有点难受。能不能先给我一个方向？,项目高质量样本的轻量表述扩增，目标任务类型为 emotional_support。,emotional_support,emotional_support,emotional_support,high,情绪承接/感受安抚,curated_aug_v52,1.0,curated_aug,,manual_template_augmentation
public_train_dahaoshiguang_17_1583_986,茅小春现在生病了,公开对话语料弱标注样本，标签由 discourse relation 与关键词规则映射得到。,open_discussion,open_discussion,open_discussion,low,开放观点/价值讨论,public_train,0.35,public_weak,Background,relation_base
public_train_nihaojiushiguang_11_8981_5265,来来来我口述你执笔,公开对话语料弱标注样本，标签由 discourse relation 与关键词规则映射得到。,open_discussion,open_discussion,open_discussion,low,开放观点/价值讨论,public_train,0.35,public_weak,Continuation,relation_base
public_train_bianchengnidenayitian_13_1067_638,他可以给我作证,公开对话语料弱标注样本，标签由 discourse relation 与关键词规则映射得到。,open_discussion,open_discussion,open_discussion,low,开放观点/价值讨论,public_train,0.35,public_weak,Elaboration,relation_base
public_train_jinhun_17_7227_4080,看你啊,公开对话语料弱标注样本，标签由 discourse relation 与关键词规则映射得到。,practical_help,practical_help,practical_help,medium,执行建议/行为调整,public_train,0.35,public_weak,Answer / Question answer pair,relation_or_keyword_practical
public_train_anjia_9_389_229,是，她其实是，我那个门店的同事的，客户的孩子,公开对话语料弱标注样本，标签由 discourse relation 与关键词规则映射得到。,relationship_reading,relationship_reading,relationship_reading,high,关系理解/态度揣测,public_train,0.35,public_weak,Answer / Question answer pair,keyword_relation
public_train_ershibuhuo_3_3363_1887,给我记住,公开对话语料弱标注样本，标签由 discourse relation 与关键词规则映射得到。,open_discussion,open_discussion,open_discussion,low,开放观点/价值讨论,public_train,0.35,public_weak,Continuation,relation_base
public_train_zhiwomendanchundexiaomeihao_16_20384_12076,分手的原因是你觉得我想离开你，去北京培训对吧？,公开对话语料弱标注样本，标签由 discourse relation 与关键词规则映射得到。,relationship_reading,relationship_reading,relationship_reading,high,关系理解/态度揣测,public_train,0.35,public_weak,Elaboration,keyword_relation
public_train_jiayounishizuibangde_6_6513_3642,我没有文化,公开对话语料弱标注样本，标签由 discourse relation 与关键词规则映射得到。,open_discussion,open_discussion,open_discussion,low,开放观点/价值讨论,public_train,0.35,public_weak,Elaboration,relation_base
public_train_shanhaiqing_15_12002_7212,你是不是故意在隐满？,公开对话语料弱标注样本，标签由 discourse relation 与关键词规则映射得到。,clarification,clarification,clarification,high,澄清追问/解释依据,public_train,0.35,public_weak,Q-elab / Follow-up question,relation_clarification
public_train_bianchengnidenayitian_13_1078_649,恐怕是这样的,公开对话语料弱标注样本，标签由 discourse relation 与关键词规则映射得到。,practical_help,practical_help,practical_help,medium,执行建议/行为调整,public_train,0.35,public_weak,Answer / Question answer pair,relation_or_keyword_practical
public_train_nishiwodechengchibaolei_7_9691_5715,我就点了一口在舌尖上,公开对话语料弱标注样本，标签由 discourse relation 与关键词规则映射得到。,practical_help,practical_help,practical_help,medium,执行建议/行为调整,public_train,0.35,public_weak,Explanation,relation_or_keyword_practical
public_train_jiayounishizuibangde_17_6340_3517,爱情这门课，我懂得比你多,公开对话语料弱标注样本，标签由 discourse relation 与关键词规则映射得到。,relationship_reading,relationship_reading,relationship_reading,high,关系理解/态度揣测,public_train,0.35,public_weak,Commentary,keyword_relation
public_train_xueselangman_14_17260_10231,你就不知道我是卖白薯的！,公开对话语料弱标注样本，标签由 discourse relation 与关键词规则映射得到。,decision_support,decision_support,decision_support,medium,选择支持/权衡判断,public_train,0.35,public_weak,Conditional,relation_or_keyword_decision
public_train_luohunshidai_15_8666_5071,又内疚了吧,公开对话语料弱标注样本，标签由 discourse relation 与关键词规则映射得到。,open_discussion,open_discussion,open_discussion,low,开放观点/价值讨论,public_train,0.35,public_weak,Commentary,relation_base
public_train_zhengyangmenxia_7_20189_11949,这一大早我就把大话全说出去了,公开对话语料弱标注样本，标签由 discourse relation 与关键词规则映射得到。,practical_help,practical_help,practical_help,medium,执行建议/行为调整,public_train,0.35,public_weak,Explanation,relation_or_keyword_practical
public_train_dajiangdahe_5_2352_1342,我保证我不会鲁莽,公开对话语料弱标注样本，标签由 discourse relation 与关键词规则映射得到。,decision_support,decision_support,decision_support,medium,选择支持/权衡判断,public_train,0.35,public_weak,Parallel,relation_or_keyword_decision
public_train_fendou_8_3909_2219,那家广告公司还行，叫宣颐,公开对话语料弱标注样本，标签由 discourse relation 与关键词规则映射得到。,open_discussion,open_discussion,open_discussion,low,开放观点/价值讨论,public_train,0.35,public_weak,Elaboration,relation_base
public_train_nishiwodeyan_6_10047_5926,那你后天补营养,公开对话语料弱标注样本，标签由 discourse relation 与关键词规则映射得到。,open_discussion,open_discussion,open_discussion,low,开放观点/价值讨论,public_train,0.35,public_weak,Continuation,relation_base
public_train_zuimeideshiguang_3_21293_12479,你醒醒吧,公开对话语料弱标注样本，标签由 discourse relation 与关键词规则映射得到。,open_discussion,open_discussion,open_discussion,low,开放观点/价值讨论,public_train,0.35,public_weak,Commentary,relation_base
public_train_xinlianaishidai_13_16543_9771,那个，阿姨想问你啊,公开对话语料弱标注样本，标签由 discourse relation 与关键词规则映射得到。,open_discussion,open_discussion,open_discussion,low,开放观点/价值讨论,public_train,0.35,public_weak,Continuation,relation_base
public_train_yipuerzhu_9_18331_10858,那是何等的愉快,公开对话语料弱标注样本，标签由 discourse relation 与关键词规则映射得到。,decision_support,decision_support,decision_support,medium,选择支持/权衡判断,public_train,0.35,public_weak,Parallel,relation_or_keyword_decision
public_train_zhengyangmenxia_4_20115_11884,你小子呀不滚又憨着什么屁呢,公开对话语料弱标注样本，标签由 discourse relation 与关键词规则映射得到。,open_discussion,open_discussion,open_discussion,low,开放观点/价值讨论,public_train,0.35,public_weak,Commentary,relation_base
public_train_xueselangman_5_17440_10389,你问这个干吗呀？,公开对话语料弱标注样本，标签由 discourse relation 与关键词规则映射得到。,clarification,clarification,clarification,high,澄清追问/解释依据,public_train,0.35,public_weak,Q-elab / Follow-up question,relation_clarification
public_train_yujianwanglichuan_16_19331_11387,他就跟我说话,公开对话语料弱标注样本，标签由 discourse relation 与关键词规则映射得到。,decision_support,decision_support,decision_support,medium,选择支持/权衡判断,public_train,0.35,public_weak,Conditional,relation_or_keyword_decision
public_train_xiaohuanxi_6_15207_9105,我找了,公开对话语料弱标注样本，标签由 discourse relation 与关键词规则映射得到。,practical_help,practical_help,practical_help,medium,执行建议/行为调整,public_train,0.35,public_weak,Answer / Question answer pair,relation_or_keyword_practical
public_train_wanmeiguanxi_14_13172_7938,是,公开对话语料弱标注样本，标签由 discourse relation 与关键词规则映射得到。,open_discussion,open_discussion,open_discussion,low,开放观点/价值讨论,public_train,0.35,public_weak,Acknowledgement,relation_base
